zi	pinyin
廴	yǐn
廵	xún
廷	tíng
延	yán
廸	dí
廹	pò
建	jiàn
廼	nǎi
廻	huí
廽	huí
又	yòu
叉	chá,chà,chǎ,chā
及	jí
反	fǎn
双	shuāng
友	yǒu
収	shōu
发	fà,fā,fèi
叐	bá
叏	guái
叒	ruò
叓	lì
变	biàn
取	qǔ
受	shòu
叔	shū
叕	zhuó
叛	pàn
叟	sǒu,sōu
叙	xù
叚	jiǎ
叝	jí
叜	sǒu
叞	wèi
叠	dié
叡	ruì
叢	cóng
艹	ǎo
艺	yì
艾	ài,yì
艽	jiāo
节	jié,jiē
艻	lè
艿	nǎi,rèng
艼	dǐng
芁	qiú
芀	tiáo
芏	dù
芨	jī
芒	máng
芃	péng
芑	qǐ
芊	qiān
芍	què,sháo
芄	wán
芗	xiāng
芎	xiōng
芋	yù
芝	zhī
芆	chāi
芉	gǎn
芐	hù
芇	mián
芕	suī
芌	yù
芅	yì
芖	zhì
芓	zì
芺	ǎo
芭	bā
芘	bì,pí
苄	biàn
苍	cāng
苌	cháng
苁	cōng
苊	ě
芳	fāng
芾	fèi,fú
芙	fú
芣	fú
芥	gài,jiè
芴	hū,wù
花	huā
芰	jì
苣	jù,qǔ
芤	kōu
苈	lì
芦	lú
芼	mào
苉	pǐ
芪	qí
芡	qiàn
芹	qín
芩	qín
芮	ruì
芟	shān
苏	sū
苇	wěi
芜	wú
苋	xiàn
芯	xìn,xīn
芧	xù,zhù
芽	yá
芫	yán,yuán
苡	yǐ
芸	yún,yùn
芷	zhǐ
苎	zhù
芿	réng
芚	tún
芲	lún
苅	yì
苀	háng
芶	gǒu
芵	jué
芞	qì
苂	chán
茾	qiān
苆	sū sā
芢	rén
芛	wěi
芠	wén
苃	yǒu
茇	bá
苞	bāo
苯	běn
苾	bì
范	fàn
苻	fú
茀	fú
苷	gān
苟	gǒu
苦	gǔ,kǔ
茄	jiā,qié
茎	jīng
苴	jū,zū
苛	kē
苓	líng
茏	lóng
茆	máo,mǎo
茅	máo
茂	mào
苗	miáo
苠	mín
茉	mò
苜	mù
茑	niǎo
苶	nié
苧	níng
苤	piě
苹	píng
苘	qǐng
茕	qióng
苒	rǎn
若	rě,ruò
苫	shàn,shān
苕	sháo,tiáo
苔	tái,tāi
茓	xué
苢	yǐ
茚	yìn
英	yīng
茔	yíng
苑	yuàn
苲	zhǎ
茁	zhuó
茌	chí
苽	gū
苝	bèi
苪	bǐng
苩	pā
茐	cōng
苐	dì
苖	dí
苵	dié
苳	dōng
苰	hóng
苸	hū
苙	lì
苺	méi
苨	nǐ
苼	shēng
茒	yuán
苿	wèi
苮	xiān
苬	xiú
苭	yǎo
苚	yòng
茋	zhǐ
茊	zī
荜	bì
草	cǎo
茬	chá
茶	chá
茺	chōng
荈	chuǎn
茈	cí,zǐ
茨	cí
荙	dá
荅	dá
荡	dàng
茯	fú
荄	gāi
茖	gé
茛	gèn
荭	hóng
荁	huán
荒	huāng,huɑng
茴	huí
荟	huì
荤	hūn,xūn
荠	jì,qí
荚	jiá
茧	jiǎn
荐	jiàn
茳	jiāng
茭	jiāo
荩	jìn
荆	jīng
莒	jǔ
荖	lǎo
荔	lì
荦	luò
荬	mǎi
茫	máng
茗	míng
荨	qián,xún
茜	qiàn,xī
荞	qiáo
荍	qiáo
荃	quán
荛	ráo,yáo
荏	rěn
茸	róng
荣	róng
茹	rú
荪	sūn
荑	tí,yí
莛	tíng
茼	tóng
荥	xíng,yíng
荇	xìng
荀	xún
药	yào
茵	yīn
荫	yìn
荧	yíng
荮	zhòu
茱	zhū
茘	lì
茲	zī
荘	zhuāng
荌	àn
茷	fá
荝	cè
茞	chén
荿	chéng
荎	chí
茦	cì
茤	jì
荋	ér
荂	fū
茩	hòu
茪	guāng
茥	guī
茠	hāo
茍	jì
茮	jiāo
荕	jīn
荊	jīng
茢	liè
荓	píng
茙	róng
荗	shù
茟	yù
莚	yán
茰	yú
荢	zì
茽	zhòng
茿	zhú
茡	zì
荸	bí
茝	chǎi,zhǐ
莼	chún
莝	cuò
荻	dí
莪	é
莩	fú,piǎo
莞	guǎn,guān,wǎn
荷	hé,hè
获	huò
莙	jūn
莰	kǎn
莱	lāi
莨	láng,làng,liáng
莉	lì
莅	lì
莲	lián
莽	mǎng
莓	méi
莫	mò,mù
莆	pú
莎	suō,shā
莘	shēn,xīn
莳	shí,shì
荼	shū,tú
荽	sui
莴	wō
莶	xiān
莺	yīng
莹	yíng
莜	yóu
莸	yóu
莠	yǒu
華	huá
莕	xìng
莢	jiá
莖	jìng
莧	xiàn
莂	bié
荹	bù
莗	chē
莀	chén
莐	chén
莡	cuò
荳	dòu
荰	dù
莑	péng
荴	fū
莄	gěng
莟	hàn
莋	zuó
莭	jié
荲	lí
莔	méng
莬	wèn
莈	mò
莯	mù
莮	nán
莻	nū xi
莥	niǔ
菦	qín
莍	qiú
菃	qú
荵	rěn
莦	shāo
莤	sù
荾	suī
莏	suō
莵	tù
莌	tuō
莣	wáng
荱	wěi
茣	wú
莁	wú
莃	xī
荶	yín
荺	yǔn
莇	zhù
莊	zhuāng
菝	bá
菢	bào
菶	běng
萆	bì
菠	bō
菜	cài
菖	chāng
菙	chuí
菆	cuán,zōu
萃	cuì
萏	dàn
菪	dàng
菂	dì
菲	fěi,fēi
菔	fú
菰	gū
菇	gū
菓	guǒ
菡	hàn
菏	hé
萑	huán
菅	jiān
菨	jié
菁	jīng
菊	jú
菌	jùn,jūn
菻	lǐn
菱	líng
菉	lù
萝	luó
萌	méng
萘	nài
萍	píng
菩	pú
萋	qī
萁	qí
萨	sà
萐	shà
菽	shū
菘	sōng
菼	tǎn
萄	táo
菾	tián
萜	tiē
菟	tú,tù
萚	tuò
菀	wǎn,yù
菵	wǎng
萎	wěi
菋	wèi
菥	xī
萧	xiāo
萤	yíng
营	yíng
萦	yíng
菸	yū
萸	yú
著	zhù
菑	zī
菹	zū
菴	ān
萇	cháng
萅	chūn
萊	lái
萡	bó
萞	bì
萗	cè
菭	tái
菗	chóu
莿	cì
萕	qí
菿	dào
菧	dǐ
萣	dìng
菄	dōng
萉	fèi
菒	gǎo
菮	gēng
萖	wǎn
萂	hé
萀	hǔ
萈	huán
菺	jiān
菫	jǐn
菳	qín
萛	jiū
菤	juǎn
萒	yǎn
菎	kūn
菈	lā
蓈	láng
菞	lí
菕	lún
莾	mǎng
菛	mén
萠	pān
菍	niè
萢	pāo
菬	qiáo
菣	qìn
萔	tiáo
蒁	shù
萵	wō
萓	yí
萟	yì
菚	zhàn
萙	kǔ tā bī lɑī
菷	zhǒu
葆	bǎo
萹	biǎn,biān
葧	bó
蒇	chǎn
葱	cōng
蒂	dì
董	dǒng
萼	ě
葑	fèng,fēng
葍	fú
葛	gé,gě
蓇	gū
葓	hóng
葫	hú
葭	jiā,xiá
蒋	jiǎng
蒈	kǎi
葵	kuí
落	là,lào,luò,luō
蒌	lóu
葎	lǜ
葩	pā
蒎	pài
葡	pú
葺	qì
葜	qiā
萩	qiū
葚	rèn,shèn
葇	róu
葹	shī
蒐	sōu
葶	tíng
葖	tū
葳	wēi
葸	xǐ
葈	xǐ
葙	xiāng
萱	xuān
葬	zàng
葉	yè
葢	gài
萬	wàn
蒉	kuì
葅	zū
葠	shēn
萲	xuān
蒍	wěi
葷	hūn
葒	hóng
葦	wěi
葤	zhòu
萻	ān
葊	ān
萯	fù
萴	cè
蒢	chú
萶	chǔn
蒫	cuó
葮	duàn
葐	pén
蒄	guān
葔	hóu
葟	huáng
萿	kuò
葪	jì
蔇	jì
葌	jiān
葏	jīng
葥	qián
葁	jiāng
葝	qíng
萭	yǔ
葰	jùn
萪	kē
葀	kuò
葻	lán
萰	liàn
萺	mào
葿	méi
葞	mǐ
蒾	mí
葂	miǎn
萳	nǎn
蓱	píng
菐	pú
葴	zhēn
葋	qú
葲	quán
蒅	sū kū mō
萷	shāo
蓃	sōu
蓚	tiáo
葨	wēi
萫	xiāng
蒆	xuē
葕	xìng
葯	yào
葽	yāo
萾	yíng
蒏	yòng
萮	yú
葾	yuān
蒀	yūn
葃	zuò
蒃	zhuàn
葘	zī
葼	zōng
葄	zuò
蒡	bàng
蓓	bèi
蓖	bì
蔀	bù
蓧	diào
蒽	ēn
蒿	hāo
蒦	huò
蒺	jí
蓟	jì
蒹	jiān
蒟	jǔ
蒯	kuǎi
蓝	lán
蒗	làng
蓠	lí
蓏	luǒ
蒙	méng,měng,mēng
蓂	mì,míng
蓦	mò
蒳	nà
蓬	péng
蒱	pú
蒲	pú
蓉	róng
蓐	rù
蒻	ruò
蒒	shī
蓍	shī
蒴	shuò
蒜	suàn
蓑	suō
蓨	tiáo
蓊	wěng
蓄	xù
蓥	yíng
蓣	yù
蓁	zhēn
蒸	zhēng
蓋	gài
蓮	lián
蓽	bì
蒼	cāng
蒨	qiàn
蒞	lì
蓡	shēn
蓆	xí
蓀	sūn
蒓	chún
蔭	yīn
蔜	áo
蓛	cè
蔯	chén
蒭	chú
蓫	zhú
蓌	cuò
蒧	diǎn
蓕	guì
蓘	gǔn
蒝	yuán
蒩	zū
蓢	lǎng
蒚	lì
蓤	líng
蒥	liú
蓅	liú
蓩	mǎo
蒘	rú
蒰	pán
蓜	pei
蒪	pò
蒛	quē
蔱	shā
蒔	shì
蒣	xú
蓎	táng
蓪	tōng
蒤	tú
蓞	dàn
蒠	xī
蒵	xí
蓒	xuān
蓔	yǎo
蒑	yīn
蒮	yù
蒬	yuān
蒕	yūn
蒷	yún
蒖	zhēn
蓗	zǒng
蓙	gō zhā
蔼	ǎi
蔽	bì
蔡	cài
蔟	cù
蔸	dōu
蔊	hǎn
蔧	huì
蔻	kòu
蔹	liǎn
蓼	liǎo,lù
蔺	lìn
蔓	mán,màn,wàn
蔑	miè
蔫	niān
蔷	qiáng
蕖	qú
蔌	sù
蓷	tuī
蔚	wèi,yù
蓰	xǐ
箫	xiāo
蓿	xu
蔗	zhè
蓺	yì
蓴	chún
蔕	dì
蔂	léi
蔞	lóu
蔥	cōng
蔦	niǎo
蓯	cōng
蔔	bo
蔆	líng
蔴	má
蔣	jiǎng
薌	xiāng
蓭	ān
蔈	biāo
蔢	pó
蔵	zàng
蓸	cáo
蕏	zhū
蔍	lù
蔖	cuó
蔋	dí
蔐	dí
蓲	qiū
蔉	gǔn
蔮	guó
蔛	hú
蔰	hù
蔒	hūn
蔪	jiān
蓵	jié
蓳	jǐn
蓻	zí
蔨	juàn
薖	kē
蔲	kòu
蕯	sà
蓾	lǔ
蔄	màn
蔝	mǐ
蔤	mì
蔳	qiàn
蔘	shēn
蔏	shāng
蔎	shè
蓶	wéi
蔙	xuàn
蔅	yán
蔩	yín
蔶	zé
蔁	zhāng
蔠	zhōng
蕃	bō,fán,fān
蕙	huì
蕺	jí
蕉	jiāo,qiáo
蕨	jué
蕢	kuì
蕲	qí
蕤	ruí
蕊	ruǐ
蔬	shū
蕣	shùn
蕰	wēn
蕈	xùn
薁	yù
蕴	yùn
蕞	zuì
蕓	yún
蕘	ráo
薘	dá
蕋	ruǐ
蕚	è
蕒	mɑi
蕪	wú
蕎	qiáo
蕕	yóu
蕆	chǎn
蔾	lí
蕫	dǒng
蕩	dàng
蕁	qián
蕔	bāo
蕇	diǎn
薡	dǐng
蕟	fà
蕜	fěi
蕧	fù
蕐	huá
蕀	jí
蕑	jiān
蕳	jiān
蔃	qiáng
蕝	jué
蕌	lěi
蕄	méng
蕅	ǒu
蕠	rú
蕱	shɑo
蕂	shèng
蕬	sī
蕵	sūn
蕛	tí
蔿	wěi
蕮	xì
蕸	xiá
蕦	xū
蕥	yǎ
蓹	yù
蕍	yú
薆	ài
薄	báo,bó,bò
薜	bì
薋	cí
薅	hāo
薨	hōng
蕻	hóng,hòng
蕾	lěi
薐	léng
蕗	lù
薯	shǔ
薮	sǒu
薙	tì
薇	wēi
薳	wěi
蕹	wèng
薤	xiè
薢	xiè
薪	xīn
薛	xuē
薏	yì
薔	qiáng
薑	jiāng
薟	xiān
薈	huì
薊	jì
蕿	xuān
薦	jiàn
蕭	xiāo
薩	sà
蕷	yù
薉	huì
薬	yào
薭	bài
薒	càn
薠	fán
薣	gǔ
薃	hào
薧	hāo
薕	lián
蕶	líng
薍	wàn
薎	miè
蕽	nóng
薓	shēn
薥	shǔ
蕼	sì
薞	sūn
薚	tāng
薀	yùn
薂	xí
藇	xù
薫	xūn
薗	yuán
薝	zhān
薽	zhēn
藊	biǎn
藏	cáng,zàng
藂	cóng
薾	ěr
藁	gǎo
藉	jí,jiè
藐	miǎo
薿	nǐ
薸	piáo
藑	qióng
薷	rú
薹	tái
藓	xiǎn
薰	xūn
藍	lán
薻	zǎo
薺	jì
薴	níng
藎	jìn
薼	chén
薵	chóu
藋	diào
藡	dí
薱	duì
藅	fá
藃	xiāo
藱	huì
藆	jiǎn
藈	kuí
薶	mái
藌	mí
薲	pín
藄	qí
藒	qì
藗	sù
藬	tuī
藀	yíng
藨	biāo
藩	fān
藠	jiào
藟	lěi
藜	lí
藕	ǒu
藤	téng
藝	yì
藪	sǒu
藷	shǔ
藭	qióng
藴	yùn
藵	bɑo
藣	bēi
藸	zhū
藳	gǎo
藧	huàn
藞	lǎ
藰	liú
藥	yào
藘	lǘ
藦	mò
藲	ōu
藖	xián
藫	tán
藔	liáo
藯	wèi
藛	xiě
藚	xù
藙	yì
藢	zhǐ
蘅	héng
藿	huò
蘑	mó
蘧	qú
藻	zǎo
蘀	tuò
藶	lì
蘆	lú
蘋	pín
蘓	sū
蘇	sū
藹	ǎi
蘐	xuān
蘂	ruǐ
藺	lìn
蘁	wù
蘕	péng
蘄	qí
蘎	jì
蘏	jiōng
蘔	jiōng
藾	lài
蘉	máng
藮	qiáo
藽	qìn
蘒	qiu
蘃	ruǐ
蘣	tǒu
蘈	tuí
蘊	yùn
藼	xuān
蘍	xūn
蘟	yǐn
蘩	fán
蘖	niè
蘘	ráng
蘡	yīng
蘢	lóng
蘤	huā
蘞	liǎn
蘚	xiǎn
蘭	lán
蘪	mí
蘗	bò
蘯	dàng
蘫	lán
蘳	huī
蘮	jì
蘜	jú
蘝	liǎn
蘦	lìng
蘰	kɑ te su rɑ
蘠	qiáng
蘶	wèi
蘨	yáo
蘙	yì
蘌	yù
蘛	yú
蘥	yuè
蘺	lí
蘴	fēng
蘬	guī
蘷	kuí
蘲	léi
蘵	zhī
蘼	mí
蘸	zhɑn
蘽	lěi
蘿	luó
蘹	huái
蘾	huài
蘻	jì
虀	jī
蘱	lèi
虃	jiān
虇	quǎn
虄	sǎ ri
虅	téng
虉	yì
虆	léi
虁	kuí
虂	lù
虈	xiāo
虌	biē
虊	luán
虋	mén
屮	chè
屯	tún,zhūn
彳	chì
彴	zhuó
彶	jí
彵	tuǒ
彻	chè
彷	fǎng,páng
役	yì
彺	wǎng
彸	zhōng
彼	bǐ
徂	cú
径	jìng,jīng
往	wǎng
征	zhēng
徃	wǎng
彿	fù
彽	dī
彾	líng
待	dài,dāi
很	hěn
徊	huái
律	lǜ
徇	xùn
徉	yáng
後	hòu
徍	wàng
徆	xī
徔	cóng
徕	lái,lāi
徒	tú
徐	xú
徑	jìng
徎	chěng
従	cóng
徏	zhì
徜	cháng
得	de,dé,děi
徛	jì
徘	pái
徙	xǐ
徠	lái
從	cóng
徖	cóng
徤	jiàn
徣	jiè
徢	xiè
徝	zhì
徟	zhōu
徨	huáng
循	xún
御	yù
復	fù
徧	biàn
徦	jiǎ
徥	shì
徫	wěi
微	wēi
徯	xī
徭	yáo
徬	páng
徰	zhēng
徴	zhǐ
徱	piào
徶	bié
徳	dé
德	dé
徵	zhǐ
徹	chè
徲	tí
徸	zhǒng
徺	jiǎo
徼	jiào,jiǎo,jiāo,yāo
徻	huì
徽	huī
徾	méi
忁	bào
徿	lòng
忀	xiāng
忂	qú
巛	chuān
巜	kuài
巡	xún
巠	jīng
巢	cháo
巣	cháo
巤	liè
川	chuān
州	zhōu
巟	huāng
辶	chuò
辷	yi
边	biān
辽	liáo
辺	dào
辸	réng
込	yū
辻	shi
达	dá
过	guò,guō
迈	mài
迄	qì
迁	qiān
迅	xùn
迆	yǐ
迂	yū
辿	chān
迀	gān
迉	qī
迃	yū
迟	chí
返	fǎn
还	hái,huán
迒	háng
进	jìn
近	jìn
连	lián
违	wéi
迕	wǔ
迓	yà
迎	yíng
远	yuǎn
运	yùn
这	zhè,zhèi
迍	zhūn
迏	dá
迖	dá
迗	é
迋	wàng
迌	tù
迊	bì
迚	dá
迨	dài
迪	dí
迭	dié
迩	ěr
迦	jiā
迥	jiǒng
迫	pǎi,pò
述	shù
迢	tiáo
迤	yí
迮	zé
迯	táo
迠	chè
迧	chén
迡	chí
迣	zhì
迳	jìng
迲	ke o pi
迱	yǐ
迬	zhù
迸	bèng
逅	hòu
迹	jì
迷	mí
迺	nǎi
逆	nì
逄	páng
适	shì
送	sòng
逃	táo
退	tuì
选	xuǎn
逊	xùn
迻	yí
追	zhuī
逈	jiǒng
迵	dòng
逇	dùn
迴	huí
迼	jié
迾	liè
迿	xùn
迶	yòu
逋	bū
逞	chěng
递	dì
逗	dòu
逢	féng
逛	guàng
逦	lǐ
逑	qiú
逡	qūn
逝	shì
速	sù
逖	tì
通	tòng,tōng
透	tòu
途	tú
逍	xiāo
造	zào
逐	zhú
連	lián
逕	jìng
這	zhè
逓	dì
逧	gu
逥	huí
逎	qiú
逘	yǐ
逤	suò
逜	wǔ
逌	yōu
逴	chuō
逮	dài,dǎi
逭	huàn
逵	kuí
逯	lù
逻	luó
逶	wēi
逸	yì
逩	bèn
逷	tì
過	guò
進	jìn
週	zhōu
逹	dá
逺	yuǎn
逬	bèng
逪	cuò
逫	zhú
逨	lái
逽	nuò
逰	yóu
逳	yù
逼	bī
遍	biàn
遄	chuán
道	dào
遁	dùn
遌	ě
遏	ě
遑	huáng
遒	qiú
遂	suí,suì
遆	tí
遗	wèi,yí
遐	xiá
逾	yú
遇	yù
遉	zhēn
遊	yóu
運	yùn
違	wéi
遃	yǎn
遅	chí
遚	chòu
達	dá
逿	dàng
遖	nɑn
遈	shí
遀	suí
遨	áo
遘	gòu
遛	liú,liù
遣	qiǎn
遝	tà
遢	tɑ
遥	yáo
遞	dì
遡	sù
遜	xùn
遟	chí
遳	cuō
遤	he wo ong
遙	yáo
遠	yuǎn
遭	zāo
遮	zhē
遯	dùn
適	shì
遪	cà
遫	chì
遰	dì
遦	guàn
遱	lóu
遬	sù
遧	zhāng
遴	lín
遹	yù
遵	zūn
遶	rào
邁	mài
遷	qiān
遼	liáo
遺	yí
選	xuǎn
遲	chí
遻	è
邆	téng
避	bì
遽	jù
邂	xiè
邀	yāo
邅	zhān
還	huán
遾	shì
邈	miǎo
邃	suì
邇	ěr
邉	biān
邋	lā
邊	biān
邌	lí
邍	yuán
邎	yáo
邐	lǐ
邏	luó
寸	cùn
对	duì
导	dǎo
寺	sì
寻	xún
寿	shòu
対	duì
寽	luè
尀	pǒ
封	fēng
将	jiàng,jiāng,qiāng
専	zhuān
射	shè
尃	fū
尉	wèi,yù
將	jiāng
專	zhuān
尊	zūn
尋	xún
尌	shù
對	duì
導	dǎo
大	dà,dài
夨	cè
夭	ǎo,yāo
夫	fú,fū
夬	guài
太	tài
天	tiān
夯	bèn,hāng
失	shī
头	tou,tóu
央	yāng
夲	tāo
夰	gǎo
夳	tài
夺	duó
夹	gā,jiá,jiā
夸	kuā
夼	kuǎng
夷	yí
夶	bǐ
夻	huà
夵	yǎn
夿	bā
奀	ēn
奂	huàn
奁	lián
夾	jiā
奆	juàn
夽	yǔn
奔	bèn,bēn
奉	fèng
奇	jī,qí
奈	nài
奅	pào
奄	yǎn
奃	dī
奌	diǎn
奍	quān
奖	jiǎng
奎	kuí
契	qì,xiè
奕	yì
奓	zhà,zhā
奏	zòu
奐	huàn
奒	kāi
奊	xié
套	tào
奚	xī
奘	zàng,zhuǎng
奙	běn
奢	shá,shē
奟	bēng
奝	diāo
奜	fěi
奛	huǎng
奞	xùn
奡	ào
奥	ào
奠	diàn
奤	hǎ
奣	wěng
奨	jiǎng
奧	ào
奦	wù
奩	lián
奪	duó
奬	jiǎng
奭	shì
奫	yūn
奯	huò
奰	bì
奱	luán
奲	duǒ
飞	fēi
飛	fēi
飜	fān
飝	fēi
干	gàn,gān
平	píng
并	bìng,bīng
年	nián
幵	jiān
幸	xìng
幷	bìng
工	gōng
巨	jù
巧	qiǎo
左	zuǒ
巪	ge xi
巩	gǒng
巫	wū
差	cī,chà,chā,chài,chāi
巬	pu
巭	bu
巯	qiú
巰	qiú
弓	gōng
引	yǐn
弔	diào
弖	hù
弗	fú
弘	hóng
弛	chí
弚	tuí
弜	jiàng
弙	wū
弝	bà
弟	dì
张	zhàng,zhāng
弡	jué
弞	shěn
弨	chāo
弧	hú
弪	jìng
弥	mí
弩	nǔ
弢	tāo
弦	xián
弤	dǐ
弣	fǔ
弭	mǐ
弮	quān
弯	wān
弫	zhěn
弱	ruò
弳	jìng
弰	shāo
弲	xuān
弬	yi
弹	dàn,tán
弶	jiàng
弸	péng
張	zhāng
弴	diāo
強	qiáng
弼	bì
强	jiàng,qiáng,qiǎng
弻	bì
弾	dàn
弽	shè
彀	gòu
彂	fā
彃	bì
彁	ge
弿	jiǎn
彄	kōu
彆	biè
彉	guō
彅	jiɑn
彈	dàn
彊	qiáng
彋	hóng
彇	xiāo
彍	guō
彌	mí
彎	wān
彏	jué
廾	gǒng
开	kāi
廿	niàn
弁	biàn
异	yì
弄	lòng,nòng
弃	qì
弆	jǔ
弇	yǎn
弈	yì
弉	zàng
弊	bì
广	ān,guǎng
庀	pǐ
広	guǎng
庁	tīng
庂	zè
庆	qìng
庄	zhuāng
庅	me
庇	bì
床	chuáng
庋	guǐ
库	kù
庐	lú
庑	wǔ
序	xù
应	yìng,yīng
庎	jiè
庒	zhuāng
庍	bài
庉	dùn
庈	qín
庌	yǎ
底	de,dǐ
店	diàn
废	fèi
府	fǔ
庚	gēng
庙	miào
庞	páng
庖	páo
庝	tóng
庘	yā
度	dù,duó
庭	tíng
庠	xiáng
庥	xiū
庡	yǐ
庰	bìng
庛	cì
庣	tiāo
庢	zhì
庤	zhì
庯	bū
座	zuò
庩	tú
庫	kù
庪	guǐ
庬	máng
庨	xiāo
庮	yóu
庵	ān
庳	bì
康	kāng
廊	láng
庼	qǐng
庶	shù,zhù
庹	tuǒ
庸	yōng
庾	yǔ
庻	shù
庿	miào
庺	sōng
庱	chěng
庴	jī
庲	lái
廂	xiāng
廁	cè
廄	jiù
廃	fèi
廀	sōu
廆	guī,huì,wěi
廋	sōu
庽	yù
廐	jiù
廒	áo
廓	kuò
廉	lián
廈	shà
廕	yìn
廍	bù
廅	è
廇	liù
廌	zhì
廑	jǐn,qín
廖	liào
廏	jiù
廣	guǎng
廗	dài
廔	lóu
廘	lù
廎	qǐng
廜	tú
廙	yì
廛	chán
廚	chú
廝	sī
廤	kɑo x
廟	miào
廠	chǎng
廡	wǔ
廢	fèi
廞	xīn
廪	lǐn
廨	xiè
廩	lǐn
廥	kuài
廦	bì
廧	qiáng
廫	liáo
廭	ji
廬	lú
廰	tīng
廯	xiān
廮	yǐng
廱	yōng
廲	lí
廳	tīng
己	jǐ
已	yǐ
巹	jǐn
巻	juàn
凱	kǎi
彐	xuě
归	guī,kuì
当	dàng,dāng
录	lù
彗	huì
彚	huì
彟	huò
彠	huò
彑	jì
彔	lù
彖	tuàn
彘	zhì
彙	huì
彜	yí
彝	yí
巾	jīn
币	bì
巿	fú
帀	zā
布	bù
市	shì
帅	shuài
帄	dīng
帆	fān
师	shī
帇	niè
帊	pà
帏	wéi
希	xī
帐	zhàng
帋	zhǐ
帎	dàn
帍	hù
帛	bó
帘	lián
帕	pà
帔	pèi
帑	tǎng
帖	tiè,tiě,tiē
帜	zhì
帙	zhì
帚	zhǒu
帗	fú
帒	dài
帓	mò
帮	bāng
带	dài
帝	dì
帣	juàn,juǎn
帤	rú
帧	zhēn
帥	shuài
帡	píng
帞	mò
帢	qià
帟	yì
帠	yì
帱	chóu,dào
帩	qiào
帨	shuì
席	xí
師	shī
帬	qún
帯	dài
帰	guī
帪	zhēn
常	cháng
帼	guó
帲	píng
帷	wéi
帻	zé
帶	dài
帳	zhàng
帵	wān
帾	zhǔ
帺	qí
帴	jiǎn
帹	shà
幅	fú
帽	mào
幂	mì
幈	píng
幄	wò
幇	bāng
幃	wéi
幉	die
帿	hóu
幆	yì
幁	zhèng
幀	zhēn
幌	huǎng
幕	mù
幙	mù
幊	gōng
幏	jià
幎	mì
幋	pán
幍	tāo
幐	téng
幖	biāo
幔	màn
幛	zhàng
幘	zé
幣	bì
幗	guó
幚	bāng
箒	zhǒu
幑	huī
幓	shān
幒	zhōng
幢	chuáng,zhuàng
幡	fān
幞	fú
幠	hū
幟	zhì
幤	bì
幝	chǎn
幜	jǐng
幥	zhɑng
幨	chān
幪	méng
幧	qiāo
幯	jié
幦	mì
幫	bāng
幬	chóu
幭	miè
幮	chú
幰	xiǎn
幱	lán
口	kǒu
叭	bà,bā,pā
叱	chì
叨	dāo,tāo
叼	diāo
叮	dīng
句	gōu,jù
古	gǔ
号	hào
叽	jī
叫	jiào
可	kè,kě
叩	kòu
叻	lè
另	lìng
叵	pǒ
叶	shè,xié,yè
史	shǐ
司	sī
台	tái,tāi
叹	tàn
右	yòu
召	zhào
只	zhǐ,zhī
叺	chǐ
叾	du ge
叧	guǎ
叴	qiú
吖	ā,yā
吃	chī
吊	diào
合	gě,hé
各	gè,gě
吓	hè,xià
后	hòu
吉	jí
吏	lì
吕	lǚ
吗	má,mǎ,mɑ
名	míng
同	tóng,tòng
吐	tù,tǔ
吸	xī
向	xiàng
吁	xū,yù,yū
吆	yāo
吒	zhā
吋	dòu
叿	hōng
吇	zǐ
吂	máng
吀	miē
吅	xuān
吔	yē
吧	bā,bɑ
呗	bài,bei
吡	bǐ,pǐ
吥	bù
吵	chǎo,chāo
呈	chéng
吹	chuī
呆	dāi
呔	dāi,tǎi
吨	dūn
吪	é
呃	e,ě
吠	fèi
否	fǒu,pǐ
呋	fū
告	gào
呙	guō
含	hán,hàn
吭	háng,kēng
吽	hōng
吰	hóng
吼	hǒu
君	jūn
呖	lì
吝	lìn
呒	m
呐	nà,nè
呕	ǒu
启	qǐ
呛	qiàng,qiāng
吣	qìn
吮	shǔn
听	tīng
吞	tūn
吻	wěn
呜	wū
吾	wú
吴	wú
吷	xuè
呀	yā,yɑ
呓	yì
吟	yín
吲	yǐn
员	yuán,yún,yùn
吱	zī,zhī
呌	jiào
吢	qìn
吚	yī
吳	wú
呎	chǐ
吜	chǒu
吺	dōu
吿	gɑo
吤	jiè
呄	gé
吙	huō
呁	jùn
呂	lǚ
呅	wěn
吶	nà
吘	ǒu
呇	qǐ
呏	shēng
呑	tūn
咓	wǎ
呚	huá
呉	wú
咞	xiɑn
呍	hōng
呵	ā,ɑ,hā,hē,kē
哎	āi
咑	dā
咚	dōng
咄	duō
咈	fú
咐	fù
呷	gā,xiā
咖	gā,kā
咕	gū
呱	gū,guǎ,guā
咍	hāi
和	hé,hè,hú,huo,huó,huò
呼	hū
咎	jiù
咀	jǔ,zuī
咔	kǎ,kā
呤	líng,lìng
咙	lóng
呣	m
命	mìng
呶	náo,nǔ
呢	ne,ní
咛	níng
咆	páo
呸	pēi
呿	qù
呥	rán
呻	shēn
咝	sī
呫	tiè
味	wèi
呦	yōu
咂	zā
咋	zǎ,zé,zhà,zhā
周	zhōu
咒	zhòu
咼	wāi
呪	zhòu
咊	hé
呝	è
咏	yǒng
咇	bì
咘	bù
呬	xì
呮	qì
呹	yì
呾	dá
呧	dǐ
咁	xián
呴	xǔ
呺	xiāo
呟	juǎn
呡	wěn
呠	pěn
呯	píng
咅	pǒu
呞	shī
